Weight,Age,Height,level
69.168978,30.613586,1.645511,3
75.383716,23.245408,1.707968,3
55.523481,18.0,1.456346,3
55.376512,18.0,1.498561,3
65.0,16.950499,1.603501,3
63.597633,21.837058,1.558045,3
62.877347,27.0,1.55,3
73.91692,35.483601,1.647514,3
86.098523,23.801436,1.855779,3
87.083266,23.367212,1.853223,3
62.211572,40.0,1.570811,3
67.913561,16.38009,1.617124,3
67.439589,16.865984,1.644053,3
65.0,16.093234,1.608914,3
68.818893,18.0,1.647971,3
69.975607,18.83919,1.624831,3
61.10403,19.726522,1.508267,3
60.267427,18.947102,1.518917,3
65.0,17.781183,1.6,3
87.85785,33.100581,1.838791,3
75.920519,33.251015,1.730379,3
80.0,18.985119,1.759117,3
80.0,18.871917,1.755254,3
85.196279,19.478533,1.804099,3
86.144904,19.429723,1.813567,3
78.721696,20.979254,1.75655,3
79.989789,18.869151,1.756774,3
69.3899,18.236087,1.62,3
75.0,20.901393,1.709585,3
57.259124,17.08525,1.535618,3
87.032398,25.785925,1.818848,3
87.107317,26.787842,1.817641,3
70.0,21.037514,1.636592,3
70.0,21.00829,1.621412,3
85.770013,26.70371,1.802871,3
75.399191,21.731497,1.696201,3
75.0522,21.052894,1.694633,3
68.981403,21.0,1.618148,3
88.633616,19.241058,1.856811,3
86.934846,38.939448,1.738321,3
80.914382,39.965474,1.739293,3
85.316125,20.261925,1.807538,3
85.228116,20.31094,1.849425,3
75.0,21.420537,1.712473,3
80.0,18.845518,1.753471,3
75.371244,23.562135,1.717432,3
75.0,23.118327,1.677573,3
74.885222,33.732714,1.679725,3
68.058902,21.571288,1.600914,3
68.908136,21.165574,1.617749,3
68.865008,21.0,1.610209,3
69.463458,21.0,1.612556,3
62.341438,38.692265,1.548178,3
62.855073,38.952866,1.568441,3
62.417228,36.631456,1.532322,3
78.997062,21.996118,1.730199,3
78.429312,21.951309,1.730167,3
70.0,22.018228,1.627396,3
70.0,21.0,1.62,3
70.0,21.0,1.62,3
70.0,21.0,1.62,3
69.242354,29.934465,1.638744,3
71.81338,31.166572,1.680858,3
79.469513,20.534606,1.758372,3
85.084364,19.97166,1.822573,3
85.302146,19.627,1.815409,3
75.0,21.929387,1.698049,3
67.773914,21.009437,1.60681,3
67.999778,21.538225,1.610327,3
75.142858,22.828435,1.710415,3
75.688433,22.814657,1.716289,3
89.429199,19.576682,1.834715,3
67.140367,21.814653,1.611822,3
66.126964,21.979769,1.6,3
77.97917,21.0,1.753578,3
78.664618,21.0285,1.742364,3
80.113493,18.721041,1.775626,3
75.0,21.0,1.714253,3
75.0,21.0,1.693628,3
71.170001,29.463168,1.659172,3
82.329047,24.284861,1.776347,3
82.694689,26.288417,1.767806,3
75.0,23.455324,1.702516,3
85.301029,19.637203,1.814182,3
65.423942,22.239836,1.59994,3
72.906186,31.62638,1.666023,3
75.093569,23.0,1.701584,3
75.828119,22.874658,1.713343,3
53.620604,17.420269,1.489409,3
55.822119,17.807828,1.518067,3
65.062945,16.240576,1.616533,3
65.127324,23.252457,1.589616,3
73.501233,34.772902,1.675612,3
89.754302,22.766227,1.874061,3
62.631382,39.214514,1.580765,3
69.575315,19.858973,1.62,3
66.738769,16.370009,1.613921,3
67.193585,17.992717,1.618683,3
70.0,19.179932,1.637537,3
61.616,19.621545,1.566524,3
63.856193,19.755797,1.542328,3
65.0,17.099015,1.6,3
65.0,17.25813,1.600184,3
87.070234,29.153907,1.773656,3
74.147443,32.278869,1.64602,3
73.810728,31.793937,1.65015,3
80.0,18.014333,1.751029,3
89.496905,19.685,1.838266,3
87.656029,19.506389,1.824449,3
79.349221,19.0,1.76,3
68.250249,18.0,1.622241,3
75.816864,18.003153,1.729996,3
75.970712,18.052394,1.725233,3
64.726948,19.774317,1.541039,3
89.28282,21.180346,1.773766,3
89.068227,21.793724,1.75463,3
80.0,20.880161,1.674327,3
80.555875,21.18354,1.72,3
101.482054,32.774488,1.913241,3
82.523113,31.327609,1.737984,3
82.207978,29.956198,1.703688,3
80.0,21.403421,1.716308,3
80.0,22.591439,1.65,3
65.522744,28.583944,1.57856,3
85.687751,38.825189,1.780846,3
91.630257,35.217173,1.823168,3
65.220249,20.392665,1.525234,3
61.373868,22.154854,1.481682,3
87.803311,19.108796,1.768578,3
69.743323,20.70768,1.569878,3
67.904023,20.634694,1.568188,3
89.994415,22.052152,1.792527,3
89.868784,22.869778,1.795311,3
80.0,22.909992,1.700038,3
80.458343,23.0,1.668649,3
84.687554,24.679807,1.7,3
83.952968,23.884212,1.713825,3
78.055968,25.461411,1.7,3
91.059595,31.333798,1.835381,3
80.761409,24.108711,1.7,3
78.0,28.830558,1.7,3
83.199034,17.570089,1.7,3
77.272652,19.027574,1.659877,3
96.192662,25.632447,1.836943,3
93.086419,22.94313,1.819614,3
85.312639,23.285553,1.717775,3
90.0,23.0,1.791867,3
80.749657,25.19291,1.7,3
83.568035,34.389906,1.68108,3
78.574786,26.595893,1.660756,3
80.491339,55.24625,1.769269,3
85.0,34.543563,1.765188,3
80.0,21.808159,1.65,3
80.0,18.118277,1.654757,3
79.165306,42.189023,1.647768,3
80.539,22.0,1.691303,3
65.031879,28.770852,1.532897,3
64.848627,25.483381,1.565288,3
63.65233,21.67315,1.5,3
64.814109,23.469538,1.507106,3
81.32297,23.0,1.70074,3
81.650778,23.0,1.715118,3
78.967919,38.464538,1.696423,3
80.0,37.496175,1.653088,3
77.426465,33.690239,1.681842,3
77.13322,34.369686,1.652202,3
99.0,31.426573,1.848683,3
96.01851,34.288249,1.835678,3
71.728069,18.863875,1.560029,3
72.105856,18.951144,1.621048,3
78.0,19.671876,1.699474,3
82.130728,50.832559,1.745528,3
85.0,17.971574,1.720379,3
85.050558,18.0,1.758787,3
81.384224,18.701766,1.704908,3
77.561602,34.389679,1.691322,3
95.277392,17.178483,1.78629,3
83.016968,33.0816,1.705617,3
84.75383,33.270448,1.733439,3
83.0,36.310292,1.701397,3
74.433362,20.0,1.625236,3
72.467862,18.549437,1.545196,3
92.69551,34.243146,1.843172,3
82.011962,23.32012,1.705813,3
78.790936,19.703095,1.704141,3
78.073528,19.223259,1.706082,3
93.798055,29.695603,1.842943,3
99.623778,27.0,1.880992,3
82.853749,21.027662,1.726774,3
84.315608,33.015258,1.73196,3
86.963628,18.0,1.751278,3
88.431954,30.553097,1.780448,3
97.92035,33.0,1.85,3
88.03748,24.911994,1.785241,3
86.319887,24.444846,1.718845,3
68.85097,19.911246,1.530248,3
80.386078,34.204408,1.664927,3
77.205685,34.281681,1.673333,3
82.480214,23.384374,1.725587,3
86.94538,43.238402,1.733875,3
79.66832,45.0,1.675953,3
89.802492,22.087389,1.786238,3
80.0,21.378039,1.718534,3
101.544589,31.398281,1.919543,3
82.586893,31.484494,1.707613,3
80.0,21.709159,1.658393,3
65.912688,30.711381,1.536819,3
90.13868,34.821442,1.805459,3
67.083121,20.843363,1.521008,3
87.27989,19.443639,1.744733,3
65.140408,20.492077,1.529223,3
89.98168,22.944349,1.799742,3
80.037202,23.0,1.681314,3
85.743727,24.06894,1.706912,3
80.0,23.728707,1.663509,3
88.096062,29.216019,1.752265,3
83.337721,24.751511,1.735343,3
78.0,28.977792,1.7,3
83.414072,17.441593,1.7,3
77.858532,19.126145,1.633794,3
95.887056,24.122589,1.856759,3
90.0,23.0,1.77433,3
78.0,28.824194,1.7,3
84.416515,34.204611,1.719509,3
78.0,28.167799,1.658202,3
80.993213,55.137881,1.657221,3
84.722222,34.970367,1.713348,3
80.379575,20.986834,1.677178,3
77.224574,38.378056,1.67805,3
81.92991,22.18881,1.717722,3
60.117993,21.082384,1.486484,3
64.342459,25.293202,1.503379,3
81.66995,23.0,1.718981,3
79.278896,39.170029,1.688354,3
77.098973,34.044229,1.665807,3
97.029249,33.182127,1.838441,3
75.090439,19.821996,1.653431,3
78.0,19.149706,1.699818,3
88.600878,46.491859,1.718097,3
84.064875,17.894784,1.731389,3
79.67793,18.88485,1.699667,3
78.637307,38.384177,1.698626,3
96.945262,22.675679,1.823765,3
83.001642,33.049121,1.708742,3
80.993373,37.205173,1.667469,3
73.939268,19.027417,1.588147,3
92.368359,37.492444,1.835024,3
83.520113,24.657598,1.7088,3
79.752916,18.011718,1.680991,3
97.58826,27.349745,1.835271,3
86.565148,18.0,1.742819,3
84.773349,33.009285,1.741192,3
86.0805,18.0,1.759721,3
92.860254,30.079371,1.810616,3
88.532032,25.035915,1.763101,3
71.799982,18.198322,1.543338,3
79.437921,35.456326,1.651812,3
84.557797,23.806789,1.732492,3
85.720788,39.392569,1.706349,3
89.667406,21.384259,1.780679,3
89.673648,22.730414,1.758687,3
80.0,21.20563,1.704573,3
80.005809,21.333429,1.716545,3
99.812443,32.787101,1.903832,3
83.390983,32.610018,1.742538,3
83.314157,30.022598,1.747739,3
80.0,21.123048,1.717037,3
80.0,22.989846,1.65,3
65.293179,24.320154,1.577921,3
83.282232,37.275298,1.746055,3
91.798103,34.098174,1.841151,3
64.696248,21.001282,1.517998,3
62.894283,21.95994,1.483284,3
87.861431,19.795269,1.758972,3
70.442775,19.090023,1.562434,3
67.473282,20.820455,1.547066,3
89.998729,22.087056,1.792435,3
89.836692,22.185756,1.784555,3
80.473587,22.980957,1.700216,3
80.939733,23.0,1.672101,3
84.849349,24.190896,1.7,3
83.986714,23.94003,1.721348,3
78.008388,26.591628,1.7,3
91.052215,31.264628,1.803129,3
80.420434,23.629159,1.70002,3
78.041338,26.208134,1.7,3
83.285753,17.689057,1.713599,3
77.473204,19.16097,1.662728,3
95.952027,25.45763,1.837399,3
91.363293,22.988004,1.80827,3
85.137113,23.603191,1.714508,3
89.909259,22.882558,1.793451,3
81.108599,23.586058,1.700499,3
84.451423,34.432669,1.694997,3
78.434492,25.472995,1.688911,3
80.400306,55.022494,1.673394,3
85.0,34.647036,1.769499,3
80.0,21.997335,1.65,3
79.863546,18.181821,1.662669,3
79.849252,41.743333,1.67861,3
80.311273,21.473078,1.694423,3
63.892071,27.757187,1.505437,3
63.715219,25.113537,1.505387,3
62.269912,21.82165,1.491441,3
64.852953,20.670975,1.509408,3
81.022119,22.649792,1.685045,3
82.338464,23.154311,1.723072,3
78.156035,38.097395,1.696954,3
79.079738,37.642177,1.676095,3
77.392179,34.176795,1.681021,3
79.697278,34.231083,1.654067,3
98.259423,31.965402,1.840708,3
97.416417,33.185661,1.836007,3
71.788181,18.741188,1.556789,3
72.713611,19.955257,1.5891,3
78.048207,19.684891,1.700627,3
84.729197,47.7061,1.743935,3
85.0,17.997009,1.742654,3
85.002884,17.971786,1.754441,3
80.790813,20.432717,1.719342,3
77.431678,33.954433,1.682253,3
95.419668,17.039058,1.799902,3
83.014033,33.070142,1.709428,3
84.783756,34.993835,1.752456,3
83.3258,35.719457,1.685947,3
73.513873,19.005725,1.599999,3
72.9518,18.850466,1.550053,3
91.495718,31.540751,1.828092,3
82.085549,23.335391,1.71338,3
79.621463,19.749627,1.680764,3
78.025625,19.565496,1.705584,3
93.614246,30.357745,1.841852,3
99.083478,27.0,1.834986,3
82.27635,21.380336,1.724839,3
83.986895,33.151905,1.685127,3
86.372141,18.0,1.750097,3
87.906019,32.241587,1.757961,3
98.912261,31.662814,1.848965,3
89.393589,24.347414,1.789193,3
85.261339,24.362124,1.716677,3
69.936073,19.462713,1.550122,3
80.135167,35.432059,1.663178,3
77.355417,33.864257,1.679299,3
82.52724,23.807181,1.729177,3
86.464843,39.585811,1.719153,3
80.413997,45.821267,1.687326,3
105.0,25.929746,1.772449,4
105.712219,26.042738,1.837117,4
102.872505,30.551762,1.784377,4
101.780099,39.759575,1.792507,4
78.233341,31.386405,1.556579,4
80.351263,25.706285,1.585547,4
81.827288,43.604901,1.569234,4
81.936398,42.31607,1.583943,4
82.0,22.654316,1.621233,4
82.603984,22.679935,1.6084,4
97.911865,24.079524,1.733439,4
88.472359,21.196152,1.65,4
87.272552,22.596576,1.650052,4
84.340406,23.0,1.644161,4
77.26813,37.356288,1.559499,4
95.0,22.754646,1.734237,4
97.813023,23.252906,1.775815,4
87.344156,22.025438,1.640426,4
82.13682,18.086772,1.65,4
107.998815,25.994393,1.753321,4
77.74518,40.821515,1.553026,4
90.500055,23.0,1.706525,4
80.0,37.955371,1.560648,4
90.0,31.315593,1.673352,4
94.189167,22.661556,1.660324,4
98.447311,40.317787,1.786318,4
95.361795,23.365649,1.757691,4
98.699971,21.72127,1.712163,4
100.84763,35.389491,1.78,4
82.040318,22.061461,1.6,4
82.532994,23.0,1.61082,4
83.15115,23.0,1.665199,4
80.0,40.951591,1.542122,4
79.58958,39.135634,1.507867,4
90.0,26.271621,1.660955,4
78.0,23.779235,1.553127,4
102.910613,20.586978,1.781952,4
96.940255,21.669478,1.75,4
80.615325,23.0,1.615854,4
105.655037,20.825962,1.793378,4
114.77484,18.178023,1.85478,4
90.032671,18.0,1.685633,4
93.348843,18.267696,1.706343,4
105.138073,23.0,1.791415,4
106.49141,23.0,1.753716,4
103.189532,20.9859,1.780503,4
106.038468,21.504943,1.819867,4
108.9606,18.0,1.791174,4
108.742005,18.0,1.82093,4
82.0,19.442663,1.627812,4
82.0,22.865018,1.632118,4
105.000789,21.948577,1.773594,4
118.560509,21.214617,1.930416,4
116.893105,22.277859,1.947406,4
80.0,37.832949,1.610867,4
75.410647,37.631769,1.513202,4
97.185474,17.6739,1.738465,4
76.129784,37.524551,1.567915,4
76.126112,43.510672,1.587546,4
108.395005,18.0,1.820385,4
108.244379,18.0,1.792239,4
108.751502,29.506287,1.82697,4
86.242679,18.0,1.670058,4
91.267087,24.733308,1.639383,4
89.991671,29.0,1.682916,4
84.493156,18.0,1.609321,4
96.366777,21.098035,1.690437,4
99.204695,19.089595,1.700164,4
82.249831,18.312665,1.60074,4
104.741914,18.260079,1.801848,4
105.025808,26.004294,1.844751,4
106.042142,25.994746,1.811602,4
100.624553,36.726617,1.787521,4
100.066268,38.297259,1.789109,4
78.030383,30.163408,1.533364,4
79.713492,28.770039,1.580858,4
86.639861,42.337283,1.64639,4
81.978743,47.283374,1.643786,4
82.414477,22.518787,1.634342,4
82.0,22.836315,1.604893,4
94.790579,23.0,1.654961,4
95.0,22.975526,1.701986,4
89.139209,22.720449,1.65,4
90.0,23.887569,1.657995,4
82.628,23.0,1.634688,4
84.49798,23.0,1.628168,4
79.661693,38.148845,1.557808,4
80.0,37.96543,1.560199,4
95.324282,22.771612,1.750384,4
95.269089,22.582371,1.753081,4
88.126544,21.008051,1.65,4
87.676154,22.591026,1.650012,4
85.583485,16.129279,1.65,4
85.803809,16.913841,1.634832,4
108.602715,29.43879,1.770126,4
108.721893,29.881301,1.758189,4
77.354744,43.591999,1.595165,4
79.493626,40.993179,1.567756,4
93.638318,22.936098,1.702825,4
93.429205,23.0,1.735659,4
80.0,37.597953,1.62901,4
80.0,37.532066,1.615385,4
90.0,31.630054,1.671705,4
89.993812,31.641081,1.676595,4
95.564428,21.872484,1.699998,4
94.094184,21.834894,1.722785,4
90.575934,36.023972,1.670667,4
98.021766,39.656559,1.789992,4
97.449743,24.184891,1.768834,4
97.829344,23.237302,1.761008,4
102.265955,35.322112,1.78,4
105.254354,31.387982,1.810215,4
82.954796,23.0,1.608469,4
83.1011,23.0,1.630357,4
82.967937,22.679454,1.62826,4
82.470375,22.480889,1.605662,4
81.056851,41.403862,1.567973,4
80.0,40.702771,1.548403,4
90.0,29.389239,1.681855,4
90.0,30.967417,1.688436,4
78.0,23.474165,1.577115,4
79.109029,24.317607,1.586751,4
99.860254,17.052914,1.710616,4
99.430612,18.04892,1.721384,4
82.0,22.875223,1.624367,4
82.0,22.884722,1.622787,4
112.875283,18.729566,1.855433,4
118.183797,21.011124,1.856315,4
90.671871,18.603496,1.681719,4
92.949254,21.106056,1.722884,4
106.528811,23.0,1.799406,4
106.048516,21.980847,1.819875,4
105.042194,21.016665,1.790172,4
105.000276,21.72738,1.783782,4
109.207614,18.0,1.783906,4
109.195529,18.0,1.844218,4
82.0,19.431662,1.631662,4
82.323954,18.166318,1.649553,4
105.000706,22.352025,1.754711,4
105.000097,22.469351,1.762515,4
121.657979,19.524698,1.942725,4
120.702935,20.491475,1.975663,4
80.0,39.213399,1.586301,4
80.0,38.098745,1.598448,4
98.296651,19.034033,1.703098,4
99.544696,17.073648,1.706996,4
75.150345,38.547267,1.526472,4
76.642944,38.683794,1.501993,4
108.413119,18.0,1.784402,4
108.204547,18.0,1.792687,4
109.411622,29.622804,1.814052,4
109.599453,30.79626,1.789421,4
90.004046,18.0,1.686904,4
91.499683,18.107092,1.703259,4
89.738596,31.335093,1.665798,4
89.048151,29.0,1.66671,4
84.210535,18.011903,1.65,4
84.897738,18.0,1.649439,4
97.971598,21.077356,1.702002,4
99.530971,21.052016,1.69382,4
82.403076,18.078256,1.622999,4
82.459577,18.063582,1.633675,4
105.257543,20.418832,1.836669,4
103.705418,20.580984,1.798354,4
105.131956,26.032416,1.824432,4
105.479313,25.955361,1.830384,4
105.436173,26.015448,1.829907,4
105.800158,25.920738,1.823755,4
105.19936,29.633715,1.834842,4
103.771371,32.895637,1.783901,4
103.586342,38.748307,1.782067,4
96.303855,39.685846,1.781032,4
77.647716,33.226808,1.557943,4
78.435904,26.220065,1.560258,4
80.726195,23.090215,1.596586,4
81.718232,24.565628,1.62093,4
81.918809,42.586285,1.571417,4
80.986496,43.719395,1.584322,4
81.919454,43.37634,1.582523,4
80.086524,39.648946,1.572791,4
82.0,22.693989,1.627908,4
82.283185,22.676243,1.620938,4
82.636162,22.804818,1.613119,4
82.410189,22.857123,1.62686,4
97.959899,23.096353,1.728183,4
98.44113,22.815416,1.732694,4
88.129437,21.02064,1.65,4
88.026943,21.001458,1.65,4
86.002736,22.87795,1.66913,4
85.568385,22.847618,1.669136,4
84.191125,23.0,1.611058,4
84.134712,23.0,1.649736,4
77.550345,39.129291,1.532643,4
76.202761,37.441044,1.524293,4
95.0,22.969366,1.701634,4
94.743892,22.735328,1.723921,4
96.078462,23.32471,1.769484,4
97.842406,23.668137,1.777416,4
88.119139,21.895468,1.64456,4
88.079177,21.3928,1.641149,4
82.144405,18.178076,1.642892,4
82.01831,18.907514,1.65,4
106.452367,26.011928,1.777251,4
107.55963,25.696736,1.814696,4
77.601483,40.466313,1.559005,4
77.684229,38.445148,1.556028,4
91.204753,24.473062,1.653751,4
91.068054,23.479181,1.680171,4
80.0,38.397463,1.552648,4
80.0,37.974483,1.560215,4
90.0,31.783524,1.672959,4
89.994351,29.681308,1.680058,4
94.256547,21.587743,1.664752,4
94.454394,21.746113,1.668553,4
100.431625,39.569004,1.785286,4
98.790167,36.67933,1.780725,4
95.285898,22.927011,1.751046,4
95.290429,23.329344,1.751365,4
98.579156,22.126325,1.717262,4
98.182498,21.679158,1.741393,4
101.285765,36.673882,1.7921,4
99.199287,37.936044,1.785957,4
83.785312,22.226815,1.609068,4
82.012637,22.538932,1.603963,4
82.528575,22.307413,1.605495,4
82.368441,22.362877,1.607182,4
82.595793,22.89974,1.661715,4
82.46376,22.997168,1.655742,4
80.0,38.895069,1.549257,4
80.0,40.789529,1.549748,4
79.760922,40.654155,1.52906,4
79.843221,38.542937,1.517248,4
90.0,25.95383,1.65731,4
90.0,26.826961,1.673287,4
78.089575,23.803904,1.581527,4
80.535698,23.652435,1.562724,4
102.950929,20.677105,1.781251,4
103.605896,21.797388,1.775584,4
96.875502,22.719385,1.746645,4
96.738014,22.177099,1.741353,4
78.997166,23.099906,1.571812,4
80.553067,24.17851,1.589027,4
105.686091,20.924808,1.803245,4
105.619143,20.975973,1.792646,4
115.627554,21.856301,1.87199,4
111.235188,18.140751,1.859056,4
90.019501,18.0,1.692242,4
90.924208,18.0,1.683,4
93.890682,20.206358,1.738397,4
92.508122,18.152876,1.694969,4
105.055686,22.336216,1.785718,4
105.028665,23.0,1.7425,4
106.329569,22.088059,1.803132,4
105.966894,23.0,1.774644,4
104.97003,20.993067,1.782269,4
102.921218,20.654752,1.780791,4
106.320686,21.624552,1.790151,4
105.496975,21.682636,1.818641,4
108.829395,18.0,1.806827,4
108.800964,18.0,1.811189,4
108.897324,18.0,1.811738,4
108.934574,18.0,1.799779,4
82.0,19.374207,1.632605,4
82.851318,19.275687,1.623377,4
81.281578,22.956845,1.618686,4
82.582954,22.829681,1.616085,4
105.000576,22.200779,1.769328,4
105.696358,21.688557,1.807029,4
117.468516,20.803186,1.882533,4
112.932984,19.515324,1.879144,4
118.20313,21.962219,1.931263,4
115.39792,20.534089,1.861358,4
80.0,39.29266,1.567131,4
80.0,37.872971,1.565366,4
77.033049,37.613378,1.516007,4
76.082517,37.471683,1.549812,4
96.568814,18.611197,1.714143,4
97.350366,17.412629,1.723191,4
76.65949,39.12631,1.562889,4
75.279605,37.063599,1.502609,4
77.053948,41.318302,1.544937,4
77.00103,43.726081,1.592316,4
108.019211,18.0,1.787733,4
108.044313,18.0,1.782722,4
108.316462,18.0,1.797523,4
108.251044,18.0,1.803527,4
108.15619,29.409825,1.801224,4
107.10819,28.421533,1.829239,4
89.93889,18.0,1.692913,4
85.607466,18.0,1.668555,4
93.310284,23.246702,1.652971,4
90.744965,24.481032,1.661277,4
89.424947,29.0,1.641784,4
89.995034,27.968765,1.673767,4
83.121811,18.024744,1.617192,4
