Weight,Age,Height,level
82.412665,18.10682,1.602129,4
96.710735,21.379676,1.701413,4
95.032177,21.353237,1.709731,4
98.572753,20.338815,1.698829,4
99.873716,20.720639,1.705304,4
82.193405,19.045357,1.61291,4
82.039,18.945961,1.605469,4
104.40682,18.88061,1.80416,4
104.187314,19.850524,1.785062,4
112.289883,30.200946,1.755926,4
115.127662,25.314589,1.787802,4
107.94747,37.186795,1.704877,4
102.810704,32.707653,1.695347,4
128.828122,27.562425,1.908608,4
122.137917,30.421596,1.819296,4
118.154345,26.945139,1.773259,4
120.151967,34.139453,1.774647,4
116.160329,26.225442,1.773664,4
112.725005,28.363149,1.793476,4
120.860386,27.991467,1.82559,4
121.253083,25.498751,1.885543,4
120.0,30.605225,1.75,4
128.867444,31.457413,1.87407,4
112.256165,24.82929,1.755967,4
117.298233,24.739421,1.757069,4
116.594351,41.0,1.75,4
101.634313,27.83173,1.704028,4
121.414744,23.260061,1.849003,4
122.024954,22.705772,1.841989,4
98.490766,24.041043,1.613491,4
106.509947,20.013906,1.647821,4
112.010504,30.02019,1.75834,4
112.089022,25.15462,1.758398,4
101.626189,30.870724,1.670774,4
98.66176,28.712995,1.665585,4
129.852531,30.710511,1.914186,4
124.269251,29.827481,1.899588,4
118.102897,31.86893,1.75,4
119.434645,36.542885,1.75,4
116.160329,21.556361,1.773664,4
116.102615,23.963649,1.792998,4
120.860386,24.145295,1.82559,4
120.996074,25.2984,1.827279,4
121.204668,31.755387,1.775416,4
118.363376,30.62865,1.766975,4
117.384745,23.454558,1.754218,4
119.087557,23.432227,1.754996,4
108.308112,40.50021,1.748103,4
103.669116,34.576714,1.73325,4
121.786485,22.276969,1.84995,4
122.333425,21.963787,1.849601,4
99.961731,24.001685,1.606066,4
103.175516,20.027764,1.611434,4
113.90198,28.704462,1.762887,4
112.287678,26.774115,1.755938,4
115.428276,25.539411,1.787052,4
114.330023,25.300208,1.765258,4
110.714711,31.194458,1.726279,4
109.889334,40.794057,1.735851,4
103.841672,33.55336,1.699793,4
103.0344,30.304203,1.703202,4
128.856677,30.958051,1.906821,4
129.935666,29.429687,1.910987,4
120.644178,30.520854,1.784049,4
120.549592,30.610436,1.783914,4
120.202596,26.740655,1.863883,4
118.277657,26.680376,1.812259,4
118.206565,37.056193,1.75015,4
120.399758,28.825279,1.815347,4
114.133149,25.883749,1.767077,4
115.531622,25.486521,1.762461,4
112.438508,29.883021,1.779049,4
112.957922,26.957645,1.780731,4
120.898397,26.490926,1.872517,4
119.050381,27.558801,1.801224,4
121.277832,22.908879,1.876898,4
120.589419,24.201622,1.77558,4
120.082941,31.689773,1.76569,4
118.382361,30.242597,1.759772,4
126.460936,31.346845,1.823545,4
125.064264,30.577343,1.868923,4
113.207124,25.124595,1.77151,4
114.097656,25.509034,1.77219,4
117.57457,25.478662,1.858265,4
118.424156,25.100513,1.830596,4
118.533246,38.523646,1.765836,4
117.29188,38.71216,1.770278,4
103.706181,25.717522,1.673491,4
102.686239,32.259623,1.703346,4
121.142535,23.47007,1.842906,4
118.740035,24.408805,1.779547,4
121.82962,24.443011,1.873368,4
120.021161,22.906342,1.755902,4
100.941357,24.007488,1.617655,4
100.004418,30.686701,1.644517,4
104.578255,20.184451,1.701284,4
104.548794,25.447208,1.65891,4
112.000381,30.002029,1.759324,4
112.10074,30.188303,1.758382,4
99.982541,24.244029,1.622297,4
97.582959,24.521879,1.623278,4
129.991623,29.721964,1.918859,4
129.232216,29.906575,1.913252,4
118.07381,37.084742,1.75,4
119.029103,39.08886,1.75,4
113.714521,22.658572,1.784994,4
116.157766,22.889099,1.792533,4
120.980508,24.63474,1.829757,4
120.988454,24.920362,1.796415,4
120.0,31.783845,1.75,4
118.548733,31.627962,1.762389,4
121.236915,22.976188,1.825718,4
120.431551,22.977357,1.839699,4
109.908779,40.973007,1.749405,4
115.806977,41.0,1.75,4
122.119682,21.721507,1.849998,4
122.609911,21.544554,1.84998,4
100.618239,24.000307,1.607939,4
99.605527,24.0409,1.603226,4
112.471118,29.509151,1.770663,4
112.395309,29.246269,1.758038,4
115.025361,25.341399,1.786997,4
114.906095,25.314163,1.771837,4
109.349025,40.366238,1.722396,4
107.025415,33.749594,1.701387,4
103.017623,32.867331,1.697421,4
102.815983,30.403205,1.696365,4
129.679131,29.687488,1.909198,4
129.874864,28.992809,1.909105,4
121.094257,30.475248,1.801368,4
123.721352,30.350516,1.860292,4
118.332689,26.684354,1.819535,4
118.165082,26.607478,1.793174,4
118.299585,33.174147,1.75015,4
120.098812,32.29016,1.754956,4
115.089316,26.050109,1.773115,4
115.828167,25.846279,1.772731,4
112.536367,29.620095,1.787933,4
112.740797,27.439056,1.785277,4
120.8158,28.493397,1.817572,4
120.420406,27.474245,1.84342,4
121.244969,25.036269,1.874519,4
120.901591,24.825398,1.796332,4
119.117122,30.493946,1.756221,4
118.565568,30.607546,1.757132,4
129.157346,31.194323,1.889104,4
127.507411,31.36347,1.869323,4
112.200812,25.027254,1.757154,4
113.234349,25.058566,1.764484,4
117.398976,24.417552,1.774775,4
117.708705,24.5822,1.769933,4
117.651046,40.106145,1.760175,4
116.974504,40.174191,1.763029,4
102.872802,27.186873,1.679515,4
100.176866,30.424369,1.699354,4
121.658729,23.141402,1.849307,4
121.684311,24.178638,1.86741,4
121.835883,22.832105,1.86714,4
121.421121,23.083621,1.848553,4
98.54302,24.079971,1.61981,4
99.592225,26.947786,1.647807,4
104.303711,20.101026,1.619128,4
104.270062,22.789402,1.64187,4
112.173731,28.404332,1.787379,4
112.007101,30.003358,1.758355,4
113.089716,25.136116,1.76414,4
112.226032,25.139466,1.767186,4
102.022057,31.743821,1.67782,4
100.543983,30.796262,1.668478,4
99.540122,28.393111,1.685462,4
99.709329,27.93982,1.694642,4
129.349471,31.034092,1.886109,4
129.966428,30.684347,1.915,4
124.070717,30.108216,1.841908,4
123.172214,31.347497,1.868127,4
119.205308,31.761799,1.751688,4
118.237782,30.976932,1.755333,4
117.8972,37.588628,1.754217,4
118.668332,37.997912,1.76071,4
116.311962,21.6548,1.755938,4
116.669906,22.829753,1.765137,4
115.382519,25.015173,1.788239,4
116.164351,23.812795,1.767121,4
120.975489,23.975685,1.840039,4
120.805715,24.149036,1.824901,4
120.998266,25.062942,1.828391,4
120.996581,25.140074,1.829529,4
120.751656,30.722801,1.779325,4
120.794535,30.916426,1.781139,4
119.373019,31.010302,1.764166,4
118.805937,30.605464,1.754796,4
117.368716,24.622054,1.756509,4
117.326523,23.745833,1.756772,4
119.441207,23.327836,1.754439,4
119.192922,23.411141,1.755142,4
108.012603,39.825592,1.706741,4
106.421042,36.839761,1.74285,4
102.523111,33.789301,1.6811,4
103.067766,34.161998,1.705682,4
121.560938,22.580038,1.849507,4
121.737836,22.851721,1.853373,4
122.06261,23.254934,1.84753,4
121.458232,22.343204,1.87034,4
100.783434,24.006271,1.607787,4
100.209405,24.001196,1.603091,4
103.393354,20.156664,1.620109,4
100.642257,23.360307,1.610647,4
113.501549,28.986237,1.758618,4
113.215814,29.713169,1.763259,4
112.323213,27.394123,1.764138,4
112.277567,24.912254,1.75596,4
115.347176,25.526746,1.783381,4
114.534678,25.523127,1.786532,4
114.187096,25.822348,1.766626,4
114.144378,25.879411,1.765464,4
111.635463,30.361365,1.75853,4
111.950413,30.451174,1.758539,4
109.758736,40.564513,1.748015,4
111.169678,40.501722,1.744974,4
103.743534,30.315784,1.701566,4
103.250355,33.293166,1.696412,4
102.004554,30.638944,1.680489,4
102.592171,29.791101,1.703317,4
127.161381,31.205668,1.877732,4
129.013178,30.899219,1.909639,4
129.19449,29.669219,1.909188,4
129.232708,30.595632,1.910672,4
120.60094,30.554956,1.779136,4
120.158049,31.571392,1.767485,4
120.613561,30.577944,1.783953,4
120.344402,30.717727,1.76714,4
119.622764,26.734476,1.816197,4
119.956651,26.699317,1.839941,4
117.631707,25.659092,1.84842,4
117.75701,26.348156,1.830317,4
118.114184,37.638102,1.750085,4
117.86159,37.765356,1.763582,4
120.699119,28.255199,1.816547,4
119.484614,27.931432,1.805445,4
114.163921,25.492855,1.770124,4
114.254278,25.550506,1.77274,4
115.10813,25.542454,1.763215,4
115.45845,25.758307,1.766547,4
112.348722,29.981494,1.773181,4
112.409191,29.891473,1.76003,4
113.15464,26.778684,1.780089,4
113.235538,28.377958,1.766946,4
121.065052,26.199321,1.885119,4
120.872294,27.266287,1.828276,4
120.423567,27.635029,1.806227,4
119.841446,26.899886,1.812919,4
121.284533,22.758998,1.859717,4
121.527369,22.771001,1.86516,4
120.921535,23.826684,1.783609,4
120.919703,24.186273,1.794827,4
120.009392,30.945369,1.759647,4
120.209711,31.490699,1.773521,4
118.26569,31.56724,1.753327,4
118.370628,30.444081,1.761068,4
125.077863,31.199261,1.848845,4
125.973927,31.190219,1.842812,4
124.95278,30.575349,1.825449,4
126.418413,30.702559,1.86198,4
113.069667,25.057878,1.763987,4
112.835195,25.151286,1.761519,4
114.067936,25.137087,1.772045,4
114.004832,25.3292,1.771817,4
117.93329,25.66668,1.79858,4
117.849351,25.01277,1.788586,4
118.332966,25.047945,1.803207,4
118.377601,25.426457,1.836592,4
118.40174,37.207082,1.762921,4
119.201465,38.10894,1.752863,4
117.792268,38.644441,1.768235,4
118.134898,38.112989,1.766888,4
101.038263,24.825393,1.603501,4
103.180918,26.624342,1.690262,4
103.276087,33.722449,1.712905,4
102.784864,32.516469,1.695735,4
121.04172,23.881938,1.829971,4
121.248035,23.319635,1.84629,4
119.081804,23.912387,1.774983,4
118.436166,24.982997,1.78968,4
121.310257,24.511445,1.852664,4
121.471077,24.05331,1.872561,4
120.775439,22.906886,1.81955,4
120.337664,23.147644,1.815514,4
100.245302,24.001889,1.614075,4
100.078367,24.002404,1.609418,4
101.141277,30.71516,1.650189,4
102.583895,30.64243,1.653876,4
105.580491,20.068432,1.657132,4
101.067988,20.914366,1.644751,4
104.321463,25.512048,1.660761,4
102.59518,26.844812,1.69151,4
102.093223,25.919241,1.611462,4
105.055597,26.0,1.584782,4
137.859737,18.233541,1.792378,4
149.935848,18.147705,1.802257,4
111.93301,26.0,1.65632,4
105.448264,26.0,1.600762,4
104.954834,25.902283,1.678658,4
109.900472,25.540865,1.678201,4
121.205171,22.39251,1.65563,4
133.76473,21.305402,1.694952,4
109.959714,26.0,1.622771,4
110.545378,26.0,1.583889,4
131.529267,21.334585,1.729045,4
114.465425,22.978655,1.664622,4
127.902844,21.01245,1.747773,4
152.094362,21.056059,1.730113,4
133.800129,18.771001,1.746652,4
114.511537,24.265943,1.719365,4
111.946655,26.0,1.632377,4
111.868169,26.0,1.642572,4
104.758713,25.96701,1.654875,4
107.482662,26.0,1.627567,4
130.927138,20.590046,1.736276,4
132.527011,24.497373,1.737056,4
102.003378,25.991886,1.580968,4
103.026858,25.908431,1.607128,4
142.102468,18.177882,1.821566,4
152.720545,18.112503,1.82773,4
111.993054,26.0,1.656504,4
111.208963,26.0,1.637725,4
104.585783,25.902283,1.669701,4
104.754958,25.540865,1.668709,4
124.704781,20.520992,1.668642,4
129.769141,20.871153,1.690614,4
110.676343,26.0,1.622418,4
110.824698,26.0,1.643332,4
135.524857,21.768834,1.733383,4
133.573787,20.891491,1.748313,4
138.730619,20.941943,1.812963,4
155.872093,20.989016,1.80734,4
133.665587,18.367481,1.745644,4
133.852432,21.051107,1.753266,4
111.886611,26.0,1.632193,4
111.818345,26.0,1.641098,4
104.808542,25.998646,1.640741,4
104.928643,26.0,1.618573,4
133.365094,22.846357,1.757442,4
133.952675,19.885655,1.763343,4
102.38745,25.930376,1.610086,4
102.781971,25.897815,1.664463,4
104.899348,26.0,1.602025,4
104.988925,25.968792,1.632896,4
137.044959,18.335019,1.771043,4
137.767787,21.700748,1.789555,4
141.166265,18.222536,1.801746,4
151.975864,20.3756,1.787195,4
111.942544,26.0,1.644141,4
111.600553,26.0,1.643355,4
105.037463,26.0,1.623707,4
105.423532,26.0,1.610636,4
104.839068,25.943827,1.629491,4
104.821175,25.291974,1.684768,4
110.92217,25.653233,1.66494,4
110.21734,25.783865,1.655646,4
124.805868,19.17614,1.666194,4
121.864326,21.207423,1.707508,4
133.783955,21.633056,1.754174,4
131.866734,21.009596,1.714193,4
110.008636,26.0,1.62439,4
110.970479,26.0,1.638836,4
111.267334,26.0,1.621245,4
109.980145,25.954511,1.623514,4
132.145549,21.001969,1.736215,4
132.904884,21.772251,1.732951,4
114.480696,23.76197,1.69135,4
113.277388,24.449655,1.635062,4
128.261402,18.378203,1.746061,4
129.363771,19.725718,1.746529,4
144.302261,21.344018,1.746516,4
149.291106,21.322097,1.751118,4
132.57927,19.262934,1.741014,4
133.94608,21.566815,1.748533,4
112.776612,24.475242,1.694726,4
112.879662,25.612462,1.674515,4
111.829957,26.0,1.631332,4
111.86899,26.0,1.641918,4
111.539494,26.0,1.640125,4
111.914361,26.0,1.649178,4
105.031908,25.96773,1.603404,4
105.036075,25.989938,1.644199,4
106.875927,26.0,1.628909,4
108.265922,25.617227,1.628019,4
133.466763,21.030909,1.71818,4
131.274851,20.951084,1.708581,4
132.94066,22.980221,1.724983,4
133.485478,23.426036,1.739991,4
102.000122,25.999185,1.568543,4
102.134646,25.934757,1.579893,4
154.618446,20.327723,1.782714,4
160.935351,19.47219,1.793824,4
111.999096,26.0,1.659557,4
111.95611,26.0,1.65782,4
104.592372,25.816445,1.684082,4
104.846817,25.498965,1.68395,4
127.642324,19.137495,1.716521,4
125.418548,20.190733,1.680762,4
110.81746,26.0,1.623303,4
110.804337,26.0,1.631856,4
136.516648,21.840654,1.747479,4
137.852618,20.871667,1.782453,4
152.394739,21.501721,1.809871,4
160.639405,21.521294,1.803677,4
133.554686,18.314593,1.745602,4
133.843033,19.529746,1.751038,4
111.588625,26.0,1.631547,4
111.571076,26.0,1.635905,4
104.846218,26.0,1.616975,4
104.92057,26.0,1.62788,4
133.888629,21.768153,1.76416,4
133.937873,21.238416,1.763847,4
102.083964,25.930376,1.608808,4
102.174953,25.919571,1.610488,4
104.986792,25.918524,1.621231,4
104.988082,25.565662,1.642392,4
138.034526,18.744914,1.801983,4
137.858254,21.704699,1.787614,4
151.417292,20.089969,1.801478,4
152.567671,18.120739,1.807576,4
111.939671,26.0,1.650125,4
111.919155,26.0,1.652674,4
105.122109,25.986185,1.663632,4
105.428628,25.982113,1.627818,4
104.774144,25.748627,1.66877,4
104.966758,25.959772,1.642098,4
109.931233,25.653233,1.65757,4
109.910012,25.783865,1.643111,4
121.639178,21.412434,1.675562,4
120.748213,22.77789,1.661415,4
133.735889,21.140165,1.713133,4
133.886031,21.413498,1.7199,4
109.982692,26.0,1.622701,4
110.400847,26.0,1.622468,4
110.777391,26.0,1.618867,4
110.074946,26.0,1.600905,4
131.902591,21.391371,1.730636,4
131.877558,21.051982,1.729719,4
114.470482,23.455303,1.677672,4
113.90506,23.69484,1.637524,4
128.114161,20.601222,1.738717,4
128.763843,20.81158,1.741193,4
152.43563,19.993565,1.792833,4
152.217135,20.074449,1.810427,4
133.281333,18.904037,1.743589,4
133.936535,19.783234,1.747962,4
113.372851,24.291205,1.71146,4
113.451224,25.311534,1.685482,4
111.927001,26.0,1.639251,4
111.933152,26.0,1.654784,4
111.856492,26.0,1.641209,4
111.894229,26.0,1.643167,4
104.790549,25.966504,1.63073,4
104.791035,25.950898,1.649867,4
107.012256,26.0,1.613574,4
106.69053,26.0,1.627532,4
131.76807,20.848608,1.726606,4
131.042274,20.801791,1.721476,4
132.8071,23.712641,1.742901,4
133.166595,24.063874,1.737313,4
102.233445,25.95774,1.62414,4
102.277765,25.909353,1.644078,4
102.874549,25.954995,1.592529,4
102.305767,25.908829,1.607734,4
141.917802,19.297004,1.817271,4
140.292018,18.301773,1.808765,4
152.371911,19.872667,1.817231,4
151.278532,18.13782,1.819728,4
111.949972,26.0,1.656465,4
111.950113,26.0,1.648143,4
111.216192,26.0,1.622703,4
111.036881,26.0,1.640606,4
104.759643,25.42724,1.683502,4
104.593929,25.795187,1.669039,4
104.704707,25.493586,1.673665,4
104.768318,25.524336,1.668931,4
126.490236,20.908785,1.700996,4
125.117633,20.781751,1.734092,4
130.986338,21.289104,1.708291,4
130.871127,21.210732,1.716497,4
111.00492,26.0,1.62495,4
110.640929,26.0,1.594776,4
110.818757,26.0,1.626503,4
110.803117,26.0,1.624576,4
134.842656,21.656907,1.729099,4
135.346677,21.760734,1.73581,4
133.878843,21.028989,1.748524,4
133.662583,21.282238,1.748951,4
137.785027,20.388049,1.777971,4
135.693381,21.022206,1.73995,4
153.959945,20.102241,1.816868,4
155.242672,21.291969,1.8002,4
133.644711,20.530998,1.74647,4
133.903612,18.976968,1.759091,4
133.618706,20.924956,1.752531,4
133.903469,21.28253,1.761773,4
111.883747,26.0,1.633195,4
111.9307,26.0,1.633945,4
111.830924,26.0,1.641601,4
111.841706,26.0,1.641132,4
104.810024,25.999174,1.638218,4
104.881994,25.999942,1.627483,4
104.936381,26.0,1.610225,4
105.013901,26.0,1.61739,4
133.45249,23.365041,1.744319,4
133.478611,23.421726,1.755467,4
133.747012,18.826782,1.746416,4
133.676663,18.94093,1.746411,4
102.363149,25.921678,1.611452,4
102.320437,25.940153,1.596813,4
102.686908,25.999636,1.610126,4
102.555691,25.907833,1.623113,4
104.94582,25.991194,1.618348,4
104.854928,25.993154,1.609401,4
105.313967,25.988668,1.621671,4
104.999403,25.976209,1.614484,4
138.202869,18.743587,1.789143,4
138.143162,20.323767,1.774207,4
137.832414,21.394047,1.792933,4
137.79299,21.838323,1.758959,4
141.799429,18.20634,1.807406,4
142.545183,18.532826,1.75091,4
153.149491,20.438478,1.805803,4
152.473675,20.796266,1.796538,4
111.946321,26.0,1.634894,4
111.945588,26.0,1.639524,4
111.720238,26.0,1.643017,4
111.682693,26.0,1.641849,4
104.947703,26.0,1.621167,4
105.036522,25.992898,1.638075,4
105.407313,26.0,1.60937,4
105.359688,26.0,1.608283,4
104.835346,25.951737,1.629442,4
104.838425,25.982261,1.629225,4
104.807284,25.470652,1.680218,4
104.772164,25.289428,1.686033,4
110.930509,25.696073,1.662978,4
110.621723,25.561868,1.675185,4
110.10589,25.834018,1.62456,4
110.074019,25.895546,1.626179,4
127.427458,19.035557,1.682594,4
126.088301,18.634286,1.669354,4
121.889803,20.700876,1.68838,4
122.813033,20.741442,1.694439,4
133.870501,21.695892,1.755476,4
133.259033,21.635977,1.748106,4
131.567481,21.232659,1.719913,4
131.929712,21.008297,1.723587,4
109.996742,25.962949,1.623812,4
109.978402,26.0,1.624099,4
111.157811,26.0,1.632983,4
110.919646,26.0,1.640745,4
111.275646,26.0,1.629727,4
111.531208,26.0,1.624134,4
109.984263,25.964788,1.623938,4
110.168166,25.994949,1.593321,4
132.116491,20.952737,1.730333,4
132.054793,20.978166,1.721057,4
132.262558,21.67447,1.71978,4
133.10761,21.568951,1.699315,4
114.479459,23.647935,1.681394,4
114.482386,24.196367,1.697421,4
113.774198,24.284833,1.650726,4
112.982549,24.693108,1.667383,4
128.705761,18.862264,1.746277,4
126.798173,18.423482,1.735461,4
128.148108,20.394082,1.747714,4
129.466541,20.217015,1.71582,4
147.296186,21.330178,1.747987,4
142.559161,19.528936,1.817917,4
150.51648,19.364339,1.80835,4
150.37757,21.131526,1.739457,4
133.779919,19.012872,1.742062,4
133.017105,18.469086,1.741925,4
133.845064,21.572114,1.751067,4
133.955091,21.680123,1.749118,4
113.077187,24.469756,1.663341,4
112.555456,25.12791,1.668537,4
112.249699,25.986368,1.668951,4
112.098616,25.951979,1.661712,4
111.821817,26.0,1.633442,4
111.863186,26.0,1.63302,4
111.878132,26.0,1.633887,4
111.939983,26.0,1.643421,4
111.555967,26.0,1.640535,4
111.357062,26.0,1.626483,4
111.922491,26.0,1.64599,4
111.884535,26.0,1.643892,4
104.950776,25.97731,1.617817,4
104.879602,25.955014,1.626449,4
105.037203,25.996716,1.62658,4
104.954291,25.992348,1.606474,4
108.090006,25.974446,1.628855,4
107.378702,25.777565,1.628205,4
107.218949,25.722004,1.62847,4
108.10736,25.765628,1.627839,4
133.033523,21.016849,1.724268,4
133.043941,21.682367,1.732383,4
131.335786,21.285965,1.72692,4
131.408528,20.976842,1.71073,4
133.742943,21.982942,1.748584,4
133.689352,22.524036,1.752206,4
133.346641,24.361936,1.73945,4
133.472641,23.664709,1.738836,4
